data_source,scenario,province_territory,year,energy_cost_electricity_per_kwh,ghgi_electricity_g_per_kwh,energy_cost_gas_per_kwh,ghgi_gas_g_per_kwh,energy_cost_oil_per_kwh,ghgi_oil_g_per_kwh,energy_cost_propane_per_kwh,ghgi_propane_g_per_kwh,energy_cost_wood_per_kwh,ghgi_wood_g_per_kwh,energy_cost_steam_per_kwh,ghgi_steam_g_per_kwh,energy_cost_other_per_kwh,ghgi_other_g_per_kwh,carbon_tax_per_tonne
CER 2021,Evolving Policies,SK,2048,0.251748705,18,0.074,180.8532423,0.159,256,0.312,230,0.07799,347,0.074,180.8532423,0.074,180.8532423,0
CER 2021,Evolving Policies,SK,2049,0.254016711,18,0.0746,180.8532423,0.16,256,0.312,230,0.07799,347,0.0746,180.8532423,0.0746,180.8532423,0
CER 2021,Evolving Policies,SK,2050,0.256284718,18,0.0751,180.8532423,0.16,256,0.312,230,0.07799,347,0.0751,180.8532423,0.0751,180.8532423,0
CER 2021,Evolving Policies,AB,2022,0.123228345,120,0.0254,184.8122867,0.117,256,0.312,230,0.07799,347,0.0254,184.8122867,0.0254,184.8122867,0
CER 2021,Evolving Policies,AB,2023,0.125280351,120,0.0277,184.8122867,0.119,256,0.312,230,0.07799,347,0.0277,184.8122867,0.0277,184.8122867,0
CER 2021,Evolving Policies,AB,2024,0.127296356,120,0.0298,184.8122867,0.12,256,0.312,230,0.07799,347,0.0298,184.8122867,0.0298,184.8122867,0
CER 2021,Evolving Policies,AB,2025,0.129312362,120,0.0319,184.8122867,0.121,256,0.312,230,0.07799,347,0.0319,184.8122867,0.0319,184.8122867,0
CER 2021,Evolving Policies,AB,2026,0.131328368,120,0.0339,184.8122867,0.122,256,0.312,230,0.07799,347,0.0339,184.8122867,0.0339,184.8122867,0
CER 2021,Evolving Policies,AB,2027,0.133380373,120,0.0359,184.8122867,0.126,256,0.312,230,0.07799,347,0.0359,184.8122867,0.0359,184.8122867,0
CER 2021,Evolving Policies,AB,2028,0.135396379,120,0.0378,184.8122867,0.128,256,0.312,230,0.07799,347,0.0378,184.8122867,0.0378,184.8122867,0
CER 2021,Evolving Policies,AB,2029,0.137412385,120,0.0395,184.8122867,0.131,256,0.312,230,0.07799,347,0.0395,184.8122867,0.0395,184.8122867,0
CER 2021,Evolving Policies,AB,2030,0.13942839,120,0.0412,184.8122867,0.133,256,0.312,230,0.07799,347,0.0412,184.8122867,0.0412,184.8122867,0
CER 2021,Evolving Policies,AB,2031,0.141192395,26,0.0428,184.8122867,0.135,256,0.312,230,0.07799,347,0.0428,184.8122867,0.0428,184.8122867,0
CER 2021,Evolving Policies,AB,2032,0.1429564,26,0.0444,184.8122867,0.137,256,0.312,230,0.07799,347,0.0444,184.8122867,0.0444,184.8122867,0
CER 2021,Evolving Policies,AB,2033,0.144684405,26,0.0459,184.8122867,0.138,256,0.312,230,0.07799,347,0.0459,184.8122867,0.0459,184.8122867,0
CER 2021,Evolving Policies,AB,2034,0.14644841,26,0.0473,184.8122867,0.14,256,0.312,230,0.07799,347,0.0473,184.8122867,0.0473,184.8122867,0
CER 2021,Evolving Policies,AB,2035,0.148212415,26,0.0487,184.8122867,0.141,256,0.312,230,0.07799,347,0.0487,184.8122867,0.0487,184.8122867,0
CER 2021,Evolving Policies,AB,2036,0.14994042,26,0.05,184.8122867,0.143,256,0.312,230,0.07799,347,0.05,184.8122867,0.05,184.8122867,0
CER 2021,Evolving Policies,AB,2037,0.151704425,26,0.0513,184.8122867,0.144,256,0.312,230,0.07799,347,0.0513,184.8122867,0.0513,184.8122867,0
CER 2021,Evolving Policies,AB,2038,0.15346843,26,0.0525,184.8122867,0.145,256,0.312,230,0.07799,347,0.0525,184.8122867,0.0525,184.8122867,0
CER 2021,Evolving Policies,AB,2039,0.155232435,26,0.0537,184.8122867,0.146,256,0.312,230,0.07799,347,0.0537,184.8122867,0.0537,184.8122867,0
CER 2021,Evolving Policies,AB,2040,0.156960439,26,0.0549,184.8122867,0.147,256,0.312,230,0.07799,347,0.0549,184.8122867,0.0549,184.8122867,0
CER 2021,Evolving Policies,AB,2041,0.158724444,26,0.0559,184.8122867,0.149,256,0.312,230,0.07799,347,0.0559,184.8122867,0.0559,184.8122867,0
CER 2021,Evolving Policies,AB,2042,0.160488449,26,0.0569,184.8122867,0.15,256,0.312,230,0.07799,347,0.0569,184.8122867,0.0569,184.8122867,0
CER 2021,Evolving Policies,AB,2043,0.162216454,26,0.0579,184.8122867,0.151,256,0.312,230,0.07799,347,0.0579,184.8122867,0.0579,184.8122867,0
CER 2021,Evolving Policies,AB,2044,0.163980459,26,0.0588,184.8122867,0.152,256,0.312,230,0.07799,347,0.0588,184.8122867,0.0588,184.8122867,0
CER 2021,Evolving Policies,AB,2045,0.165744464,26,0.0597,184.8122867,0.153,256,0.312,230,0.07799,347,0.0597,184.8122867,0.0597,184.8122867,0
CER 2021,Evolving Policies,AB,2046,0.167472469,26,0.0605,184.8122867,0.154,256,0.312,230,0.07799,347,0.0605,184.8122867,0.0605,184.8122867,0
CER 2021,Evolving Policies,AB,2047,0.169236474,26,0.0613,184.8122867,0.155,256,0.312,230,0.07799,347,0.0613,184.8122867,0.0613,184.8122867,0
CER 2021,Evolving Policies,AB,2048,0.171000479,26,0.062,184.8122867,0.156,256,0.312,230,0.07799,347,0.062,184.8122867,0.062,184.8122867,0
CER 2021,Evolving Policies,AB,2049,0.172728484,26,0.0625,184.8122867,0.156,256,0.312,230,0.07799,347,0.0625,184.8122867,0.0625,184.8122867,0
CER 2021,Evolving Policies,AB,2050,0.174492489,26,0.063,184.8122867,0.157,256,0.312,230,0.07799,347,0.063,184.8122867,0.063,184.8122867,0
CER 2021,Evolving Policies,BC,2022,0.124740349,0,0.0521,184.8122867,0.142,256,0.312,230,0.07799,347,0.0521,184.8122867,0.0521,184.8122867,0
CER 2021,Evolving Policies,BC,2023,0.12495635,0,0.0544,184.8122867,0.143,256,0.312,230,0.07799,347,0.0544,184.8122867,0.0544,184.8122867,0
CER 2021,Evolving Policies,BC,2024,0.12513635,0,0.0563,184.8122867,0.144,256,0.312,230,0.07799,347,0.0563,184.8122867,0.0563,184.8122867,0
CER 2021,Evolving Policies,BC,2025,0.125316351,0,0.0583,184.8122867,0.145,256,0.312,230,0.07799,347,0.0583,184.8122867,0.0583,184.8122867,0
CER 2021,Evolving Policies,BC,2026,0.125496351,0,0.0602,184.8122867,0.146,256,0.312,230,0.07799,347,0.0602,184.8122867,0.0602,184.8122867,0
CER 2021,Evolving Policies,BC,2027,0.125712352,0,0.062,184.8122867,0.149,256,0.312,230,0.07799,347,0.062,184.8122867,0.062,184.8122867,0
CER 2021,Evolving Policies,BC,2028,0.125892352,0,0.0638,184.8122867,0.152,256,0.312,230,0.07799,347,0.0638,184.8122867,0.0638,184.8122867,0
CER 2021,Evolving Policies,BC,2029,0.126108353,0,0.0654,184.8122867,0.154,256,0.312,230,0.07799,347,0.0654,184.8122867,0.0654,184.8122867,0
CER 2021,Evolving Policies,BC,2030,0.126288354,0,0.067,184.8122867,0.156,256,0.312,230,0.07799,347,0.067,184.8122867,0.067,184.8122867,0
CER 2021,Evolving Policies,BC,2031,0.126468354,0.99,0.0685,184.8122867,0.158,256,0.312,230,0.07799,347,0.0685,184.8122867,0.0685,184.8122867,0
CER 2021,Evolving Policies,BC,2032,0.126684355,0.99,0.07,184.8122867,0.16,256,0.312,230,0.07799,347,0.07,184.8122867,0.07,184.8122867,0
CER 2021,Evolving Policies,BC,2033,0.126864355,0.99,0.0714,184.8122867,0.161,256,0.312,230,0.07799,347,0.0714,184.8122867,0.0714,184.8122867,0
CER 2021,Evolving Policies,BC,2034,0.127080356,0.99,0.0728,184.8122867,0.162,256,0.312,230,0.07799,347,0.0728,184.8122867,0.0728,184.8122867,0
CER 2021,Evolving Policies,BC,2035,0.127260356,0.99,0.0741,184.8122867,0.164,256,0.312,230,0.07799,347,0.0741,184.8122867,0.0741,184.8122867,0
CER 2021,Evolving Policies,BC,2036,0.127440357,0.99,0.0753,184.8122867,0.165,256,0.312,230,0.07799,347,0.0753,184.8122867,0.0753,184.8122867,0
CER 2021,Evolving Policies,BC,2037,0.127656357,0.99,0.0765,184.8122867,0.166,256,0.312,230,0.07799,347,0.0765,184.8122867,0.0765,184.8122867,0
CER 2021,Evolving Policies,BC,2038,0.127836358,0.99,0.0777,184.8122867,0.167,256,0.312,230,0.07799,347,0.0777,184.8122867,0.0777,184.8122867,0
CER 2021,Evolving Policies,BC,2039,0.128052359,0.99,0.0788,184.8122867,0.168,256,0.312,230,0.07799,347,0.0788,184.8122867,0.0788,184.8122867,0
CER 2021,Evolving Policies,BC,2040,0.128232359,0.99,0.0799,184.8122867,0.169,256,0.312,230,0.07799,347,0.0799,184.8122867,0.0799,184.8122867,0
CER 2021,Evolving Policies,BC,2041,0.12844836,0.99,0.0809,184.8122867,0.171,256,0.312,230,0.07799,347,0.0809,184.8122867,0.0809,184.8122867,0
CER 2021,Evolving Policies,BC,2042,0.12862836,0.99,0.0818,184.8122867,0.172,256,0.312,230,0.07799,347,0.0818,184.8122867,0.0818,184.8122867,0
CER 2021,Evolving Policies,BC,2043,0.128844361,0.99,0.0827,184.8122867,0.173,256,0.312,230,0.07799,347,0.0827,184.8122867,0.0827,184.8122867,0
CER 2021,Evolving Policies,BC,2044,0.129024361,0.99,0.0836,184.8122867,0.174,256,0.312,230,0.07799,347,0.0836,184.8122867,0.0836,184.8122867,0
CER 2021,Evolving Policies,BC,2045,0.129240362,0.99,0.0845,184.8122867,0.175,256,0.312,230,0.07799,347,0.0845,184.8122867,0.0845,184.8122867,0
CER 2021,Evolving Policies,BC,2046,0.129420362,0.99,0.0852,184.8122867,0.176,256,0.312,230,0.07799,347,0.0852,184.8122867,0.0852,184.8122867,0
CER 2021,Evolving Policies,BC,2047,0.129636363,0.99,0.0859,184.8122867,0.177,256,0.312,230,0.07799,347,0.0859,184.8122867,0.0859,184.8122867,0
CER 2021,Evolving Policies,BC,2048,0.129816363,0.99,0.0865,184.8122867,0.177,256,0.312,230,0.07799,347,0.0865,184.8122867,0.0865,184.8122867,0
CER 2021,Evolving Policies,BC,2049,0.130032364,0.99,0.087,184.8122867,0.178,256,0.312,230,0.07799,347,0.087,184.8122867,0.087,184.8122867,0
CER 2021,Evolving Policies,BC,2050,0.129816363,0.99,0.0874,184.8122867,0.178,256,0.312,230,0.07799,347,0.0874,184.8122867,0.0874,184.8122867,0
CER 2021,Evolving Policies,TR,2022,0.169128474,35,0.0465,185.1877133,0.136,256,0.312,230,0.07799,347,0.0465,185.1877133,0.0465,185.1877133,0
CER 2021,Evolving Policies,TR,2023,0.170208477,35,0.0489,185.1877133,0.138,256,0.312,230,0.07799,347,0.0489,185.1877133,0.0489,185.1877133,0
CER 2021,Evolving Policies,TR,2024,0.17128848,35,0.051,185.1877133,0.139,256,0.312,230,0.07799,347,0.051,185.1877133,0.051,185.1877133,0
CER 2021,Evolving Policies,TR,2025,0.172368483,35,0.053,185.1877133,0.14,256,0.312,230,0.07799,347,0.053,185.1877133,0.053,185.1877133,0
CER 2021,Evolving Policies,TR,2026,0.173448486,35,0.0551,185.1877133,0.141,256,0.312,230,0.07799,347,0.0551,185.1877133,0.0551,185.1877133,0
CER 2021,Evolving Policies,TR,2027,0.174528489,35,0.057,185.1877133,0.145,256,0.312,230,0.07799,347,0.057,185.1877133,0.057,185.1877133,0
CER 2021,Evolving Policies,TR,2028,0.175608492,35,0.0589,185.1877133,0.147,256,0.312,230,0.07799,347,0.0589,185.1877133,0.0589,185.1877133,0
CER 2021,Evolving Policies,TR,2029,0.176724495,35,0.0607,185.1877133,0.15,256,0.312,230,0.07799,347,0.0607,185.1877133,0.0607,185.1877133,0
CER 2021,Evolving Policies,TR,2030,0.177804498,35,0.0623,185.1877133,0.152,256,0.312,230,0.07799,347,0.0623,185.1877133,0.0623,185.1877133,0
CER 2021,Evolving Policies,TR,2031,0.178884501,35,0.0639,185.1877133,0.154,256,0.312,230,0.07799,347,0.0639,185.1877133,0.0639,185.1877133,0
CER 2021,Evolving Policies,TR,2032,0.179964504,35,0.0655,185.1877133,0.156,256,0.312,230,0.07799,347,0.0655,185.1877133,0.0655,185.1877133,0
CER 2021,Evolving Policies,TR,2033,0.181044507,35,0.067,185.1877133,0.158,256,0.312,230,0.07799,347,0.067,185.1877133,0.067,185.1877133,0
CER 2021,Evolving Policies,TR,2034,0.18212451,35,0.0685,185.1877133,0.159,256,0.312,230,0.07799,347,0.0685,185.1877133,0.0685,185.1877133,0
CER 2021,Evolving Policies,TR,2035,0.183204513,35,0.0698,185.1877133,0.16,256,0.312,230,0.07799,347,0.0698,185.1877133,0.0698,185.1877133,0
CER 2021,Evolving Policies,TR,2036,0.184284516,35,0.0712,185.1877133,0.162,256,0.312,230,0.07799,347,0.0712,185.1877133,0.0712,185.1877133,0
CER 2021,Evolving Policies,TR,2037,0.185364519,35,0.0724,185.1877133,0.163,256,0.312,230,0.07799,347,0.0724,185.1877133,0.0724,185.1877133,0
